dt,city,main.aqi,components.co,components.no,components.no2,components.o3,components.so2,components.pm2_5,components.pm10,components.nh3
1742241600,Nairobi,2,627.52,0.0,6.08,25.75,3.99,10.49,25.22,7.03
1742245200,Nairobi,2,587.46,0.0,5.27,25.75,3.46,7.75,21.72,6.02
1742248800,Nairobi,2,574.11,0.0,4.5,25.75,3.43,7.01,21.86,5.89
1742252400,Nairobi,2,587.46,0.0,3.9,25.39,3.1,7.56,24.26,6.14
1742256000,Nairobi,2,600.81,0.0,3.51,24.32,2.47,8.28,26.15,6.46
1742259600,Nairobi,2,634.19,0.0,3.3,22.89,1.62,9.17,26.08,6.52
1742263200,Nairobi,2,687.6,0.0,3.43,21.28,1.15,10.53,27.43,6.97
1742266800,Nairobi,2,754.36,0.0,4.2,20.21,1.25,12.46,30.55,7.79
1742270400,Nairobi,2,854.49,0.04,7.2,17.88,1.73,17.85,39.04,9.5
1742274000,Nairobi,2,921.25,0.52,10.8,15.38,2.29,20.96,45.5,11.15
1742277600,Nairobi,2,934.6,1.09,11.14,24.68,2.8,20.39,46.32,13.43
1742281200,Nairobi,2,654.22,0.71,6.08,39.7,6.26,12.14,27.74,9.5
1742284800,Nairobi,2,567.44,0.54,3.94,49.35,5.66,9.12,21.21,8.23
1742288400,Nairobi,1,507.35,0.47,2.91,52.21,5.19,7.23,17.45,6.9
1742292000,Nairobi,1,417.23,0.41,2.08,45.06,3.58,4.5,10.99,4.81
1742295600,Nairobi,1,397.21,0.41,2.08,41.84,3.04,3.76,9.32,4.37
1742299200,Nairobi,1,387.19,0.39,2.1,39.7,2.71,3.41,8.54,4.05
1742302800,Nairobi,1,407.22,0.45,2.87,39.7,3.34,3.9,9.68,4.62
1742306400,Nairobi,1,447.27,0.51,4.11,38.62,3.93,4.97,12.2,5.45
1742310000,Nairobi,1,480.65,0.37,5.48,33.62,4.17,6.09,14.3,5.89
1742313600,Nairobi,1,554.08,0.05,7.03,28.25,4.59,8.52,19.42,7.47
1742317200,Nairobi,2,620.84,0.01,7.28,25.39,4.95,10.65,23.63,8.11
1742320800,Nairobi,2,654.22,0.01,7.2,24.68,5.25,11.53,25.42,7.66
1742324400,Nairobi,2,667.57,0.01,6.85,23.96,5.19,12.85,27.55,6.97
1742328000,Nairobi,2,640.87,0.01,6.25,23.25,4.53,11.63,25.64,6.08
1742331600,Nairobi,2,587.46,0.01,5.18,23.25,3.81,8.55,20.7,5.0
1742335200,Nairobi,1,567.44,0.0,4.33,22.71,3.46,7.29,18.73,4.88
1742338800,Nairobi,1,580.79,0.0,3.77,21.99,3.1,7.2,18.95,5.26
1742342400,Nairobi,1,594.14,0.0,3.43,20.92,2.83,7.29,19.97,5.76
1742346000,Nairobi,2,634.19,0.0,3.56,19.49,3.19,7.77,21.25,6.4
1742349600,Nairobi,2,700.95,0.0,3.9,18.06,3.37,9.04,24.03,7.47
1742353200,Nairobi,2,807.76,0.01,4.76,16.63,3.64,11.72,28.58,9.12
1742356800,Nairobi,2,961.3,0.07,7.63,13.95,4.05,18.69,39.06,11.4
1742360400,Nairobi,2,1068.12,0.42,11.31,10.37,4.89,23.24,46.21,12.16
1742364000,Nairobi,2,1081.47,0.73,12.51,9.92,6.14,23.35,47.05,12.03
1742367600,Nairobi,2,934.6,0.64,9.85,17.7,6.14,18.42,38.43,10.51
1742371200,Nairobi,2,774.38,0.42,7.54,25.03,5.6,13.87,30.16,10.39
1742374800,Nairobi,2,640.87,0.39,6.17,30.76,5.6,10.03,23.28,9.25
1742378400,Nairobi,1,423.91,0.31,3.9,26.82,3.87,4.57,11.02,5.0
1742382000,Nairobi,1,390.53,0.27,3.6,24.32,3.31,3.5,8.83,4.5
1742385600,Nairobi,1,373.84,0.24,3.47,22.35,2.95,3.06,8.04,4.37
1742389200,Nairobi,1,370.5,0.24,3.77,21.1,2.98,2.73,7.54,4.31
1742392800,Nairobi,1,377.18,0.23,4.33,20.56,2.92,2.78,7.71,4.31
1742396400,Nairobi,1,380.52,0.18,4.76,19.13,2.83,2.99,7.91,4.24
1742400000,Nairobi,1,440.6,0.1,5.83,16.45,3.43,4.72,11.94,6.08
1742403600,Nairobi,1,500.68,0.09,5.91,15.02,3.64,6.57,16.02,6.9
1742407200,Nairobi,1,540.73,0.08,6.0,14.66,3.73,7.83,18.67,6.33
1742410800,Nairobi,2,580.79,0.07,6.0,14.66,3.34,10.71,23.76,6.21
1742414400,Nairobi,2,607.49,0.06,6.08,14.66,2.77,11.73,25.47,6.08
1742418000,Nairobi,2,567.44,0.03,5.23,15.38,2.24,9.13,21.69,5.38
1742421600,Nairobi,2,574.11,0.01,4.33,15.91,1.85,8.44,21.21,5.64
1742425200,Nairobi,2,614.17,0.01,3.64,15.91,1.45,9.21,23.49,6.14
1742428800,Nairobi,2,640.87,0.01,3.3,15.91,1.21,9.8,25.49,6.59
1742432400,Nairobi,2,674.25,0.01,3.21,15.74,1.3,10.26,26.88,7.03
1742436000,Nairobi,2,714.3,0.01,3.47,15.2,1.55,11.0,28.53,7.73
1742439600,Nairobi,2,781.06,0.01,4.33,14.31,2.03,12.67,31.35,8.61
1742443200,Nairobi,2,921.25,0.12,7.54,11.98,2.65,19.22,42.79,10.89
1742446800,Nairobi,3,1121.52,0.63,12.51,7.69,3.43,26.37,58.58,13.43
1742450400,Nairobi,3,1255.04,1.31,15.94,5.14,4.83,29.47,67.29,16.97
1742454000,Nairobi,2,867.84,0.66,12.68,10.82,11.32,16.95,39.17,12.29
1742457600,Nairobi,2,881.2,0.44,11.82,15.2,10.97,16.48,36.88,12.41
1742461200,Nairobi,2,907.9,0.32,11.14,21.28,10.49,16.49,36.71,13.05
1742464800,Nairobi,2,894.55,0.24,11.82,24.68,10.97,14.23,32.82,13.68
1742468400,Nairobi,2,747.68,0.26,9.85,26.11,9.78,9.65,24.36,12.54
1742472000,Nairobi,1,567.44,0.23,7.37,25.39,6.91,6.06,16.77,9.63
1742475600,Nairobi,1,447.27,0.23,5.74,22.89,4.83,3.96,11.33,6.71
1742479200,Nairobi,1,433.92,0.21,6.0,20.92,4.47,3.74,10.83,6.21
1742482800,Nairobi,1,427.25,0.14,6.34,18.42,4.17,3.82,10.79,5.89
1742486400,Nairobi,2,607.49,0.09,8.65,15.38,3.58,8.69,21.64,11.15
1742490000,Nairobi,2,774.38,0.1,10.45,13.05,3.04,14.76,33.55,14.44
1742493600,Nairobi,2,854.49,0.11,10.8,11.98,2.8,18.56,40.36,12.79
1742497200,Nairobi,2,894.55,0.14,10.54,11.18,2.74,21.05,44.25,10.26
1742500800,Nairobi,2,881.2,0.14,9.94,10.64,2.41,19.5,42.0,8.49
1742504400,Nairobi,2,801.09,0.06,8.14,11.18,1.86,13.68,34.32,7.03
1742508000,Nairobi,2,747.68,0.02,6.25,11.98,1.53,10.15,29.61,7.03
1742511600,Nairobi,2,741.0,0.01,5.18,12.34,1.76,8.98,27.5,7.79
1742515200,Nairobi,2,734.33,0.01,5.01,12.52,2.65,8.43,26.72,8.49
1742518800,Nairobi,2,734.33,0.01,5.65,12.16,3.99,9.39,28.15,8.23
1742522400,Nairobi,2,881.2,0.02,6.34,10.55,3.25,14.21,39.0,8.87
1742526000,Nairobi,3,1068.12,0.08,8.05,8.67,3.01,20.85,51.24,10.26
1742529600,Nairobi,3,1455.31,1.16,13.19,4.38,3.87,38.14,77.41,14.44
1742533200,Nairobi,4,1789.09,4.25,17.65,3.0,5.01,51.74,99.91,18.75
1742536800,Nairobi,4,1815.8,2.1,20.56,24.68,7.63,51.75,101.83,22.55
1742540400,Nairobi,3,1201.63,0.87,13.02,57.22,15.5,29.77,61.73,18.49
1742544000,Nairobi,2,988.01,0.54,6.6,83.68,13.23,23.61,49.58,16.72
1742547600,Nairobi,2,761.03,0.41,3.64,87.26,9.54,17.28,37.0,12.79
1742551200,Nairobi,2,473.98,0.4,2.27,65.8,5.36,8.08,17.99,7.03
1742554800,Nairobi,1,410.56,0.43,2.16,58.65,4.05,5.51,12.67,5.7
1742558400,Nairobi,1,387.19,0.44,2.1,54.36,3.4,4.53,10.75,5.19
1742562000,Nairobi,1,393.87,0.5,2.53,52.21,3.46,4.48,10.64,5.26
1742565600,Nairobi,1,420.57,0.63,3.64,49.35,3.87,4.96,11.77,5.76
1742569200,Nairobi,1,440.6,0.59,5.14,40.41,4.11,5.3,12.53,6.08
1742572800,Nairobi,2,600.81,0.11,8.48,29.68,4.65,9.62,22.88,10.89
1742576400,Nairobi,2,707.63,0.01,9.34,25.03,5.07,13.53,32.15,12.54
1742580000,Nairobi,2,700.95,0.01,8.31,24.68,5.01,14.15,34.13,10.01
1742583600,Nairobi,2,687.6,0.01,7.28,24.68,4.35,14.29,33.54,7.85
